# **A lottery on the shop's barks.** `shops.md` Section 8.A's shared closing
# envelope draws "one of four `SHOPPE.DAT` records from the current shop-kind"
# row, and the entry greeting draws from its own pool the same way. `prng.md`
# Section 3 seeds the two sides from the host clock, so which member of a pool
# each side draws is not comparable - and because the greeting is the first
# draw, one disagreement there carries through every later beat of the visit.
# A beat the comparator classifies `variant` has measured nothing and must be
# re-run rather than read as a difference.
#
# Measured 2026-09-12: every differing beat of this scenario classified
# `variant`. Its siblings `shop-arms-buy`, `shop-arms-menus` and
# `shop-arms-sell` already carried this note.
#
# The arms Sell flow: the browser, a step down it, an offer and its decline,
# a second offer taken, and the exit (cleak/u5-spec#238). The header here used
# to describe the Buy confirmation, which is `shop-arms-buy-confirm`.
#
# Seeded rather than walked to. The walk-up form of this scenario scripted its
# way in from the town gate, and the resident walks its own schedule while
# those steps run, so the two sides arrived with it in different cells and
# every later beat compared unrelated windows (`cleak/u5-engine#22`).
# `qa/tools/reseed.py` replayed that walk once into the seed named below.
#
# `shops.md` §2: a shopkeeper's "conversation-contact event also reaches it
# automatically during a town schedule pass, even if the player has issued no
# Talk command", so the first Pass beside the keeper opens the overlay and the
# script drives it from there rather than issuing Talk.
# requires-seed: profile `seed-shop-arms-sell-flow-reseeded`, built by qa/tools/reseed.py
both	wait	9000
both	key	space
both	wait	4000
both	key	j
both	wait	9000
both	shot	seeded	Journey Onward on the seeded cell
both	key	space
both	wait	4000
both	shot	welcome	Contact opens the overlay: the welcome
both	key	space
both	wait	4000
both	shot	greeted	The attribution and the entry question
both	wait	14000
both	key	S
both	wait	4000
both	shot	browser	The Sell browser
both	key	Down
both	wait	4000
both	shot	down	Down in the browser
both	key	Return
both	wait	4000
both	shot	offer	Return takes the row
both	key	N
both	wait	4000
both	shot	declined	Declining the offer
both	key	Return
both	wait	4000
both	shot	offer2	Return again
both	key	Y
both	wait	4000
both	shot	sold	Selling it
both	key	Escape
both	wait	4000
both	shot	exit	Leaving
