# Boot both programs, skip the flourish, capture the menu, Journey Onward, first moves, quit.
both	wait	9000
both	key	space
both	wait	4000
both	shot	menu	Start menu after the flourish skip
both	key	j
both	wait	6000
both	shot	journey	Journey Onward from the shipped save
both	key	Up
both	wait	1500
both	shot	north	After one step north
both	key	Left
both	wait	1500
both	shot	west	After one step west
both	key	Down
both	wait	1500
both	shot	south	After one step south
both	key	z
both	wait	2500
both	shot	zstats	Z-stats sheet
both	key	Escape
both	wait	1500
both	shot	after-zstats	After leaving Z-stats
